timestamp,workspace_id,weekly_active_teams,feature_adoption_rate,activation_rate,seats_provisioned,seats_active,workspace_growth_rate
2025-05-07 09:00:00,ws_1000,1583,0.5217,0.3211,11072,8320,0.0192
2025-05-08 09:00:00,ws_1001,1576,0.5221,0.3135,10944,8154,0.019
2025-05-09 09:00:00,ws_1002,1647,0.5504,0.308,11188,8238,0.0232
2025-05-10 09:00:00,ws_1003,1589,0.5948,0.3247,11055,8190,0.0212
2025-05-11 09:00:00,ws_1004,1578,0.5379,0.3371,11261,8506,0.0204
2025-05-12 09:00:00,ws_1005,1658,0.529,0.3113,11194,8292,0.0225
2025-05-13 09:00:00,ws_1006,1671,0.5445,0.3533,11269,8617,0.0209
2025-05-14 09:00:00,ws_1007,1625,0.5547,0.3428,11285,8480,0.0193
2025-05-15 09:00:00,ws_1008,1643,0.5371,0.3358,11227,8602,0.0226
2025-05-16 09:00:00,ws_1009,1751,0.6011,0.3584,11189,8424,0.0218
2025-05-17 09:00:00,ws_1010,1643,0.5274,0.3473,11225,8494,0.023
2025-05-18 09:00:00,ws_1011,1665,0.5566,0.3479,11233,8456,0.0223
2025-05-19 09:00:00,ws_1012,1722,0.5248,0.3466,11297,8607,0.0224
2025-05-20 09:00:00,ws_1013,1715,0.5666,0.3302,11249,8722,0.0183
2025-05-21 09:00:00,ws_1014,1746,0.5795,0.3463,11397,8750,0.0234
2025-05-22 09:00:00,ws_1015,1728,0.5362,0.3307,11320,8718,0.0284
2025-05-23 09:00:00,ws_1016,1696,0.5489,0.3744,11306,8652,0.0225
2025-05-24 09:00:00,ws_1000,1716,0.5282,0.3707,11422,8820,0.0237
2025-05-25 09:00:00,ws_1001,1700,0.57,0.3763,11398,8747,0.025
2025-05-26 09:00:00,ws_1002,1744,0.5476,0.3831,11335,8696,0.0255
2025-05-27 09:00:00,ws_1003,1739,0.5321,0.3702,11313,8734,0.0239
2025-05-28 09:00:00,ws_1004,1690,0.5229,0.3468,11348,8563,0.0269
2025-05-29 09:00:00,ws_1005,1744,0.5388,0.3828,11410,8843,0.0225
2025-05-30 09:00:00,ws_1006,1707,0.5064,0.371,11410,8771,0.0266
2025-05-31 09:00:00,ws_1007,1735,0.5145,0.3731,11423,8880,0.0263
2025-06-01 09:00:00,ws_1008,1723,0.4747,0.391,11488,9022,0.0267
2025-06-02 09:00:00,ws_1009,1744,0.4992,0.3868,11458,8819,0.0242
2025-06-03 09:00:00,ws_1010,1658,0.5052,0.3689,11188,8431,0.0276
2025-06-04 09:00:00,ws_1011,1749,0.4666,0.3604,11468,8918,0.0237
2025-06-05 09:00:00,ws_1012,1693,0.4987,0.366,11370,8874,0.0189
2025-06-06 09:00:00,ws_1013,1770,0.455,0.3348,11414,8706,0.0263
2025-06-07 09:00:00,ws_1014,1699,0.4511,0.3567,11289,8621,0.0235
2025-06-08 09:00:00,ws_1015,1717,0.4502,0.3861,11491,8620,0.0244
2025-06-09 09:00:00,ws_1016,1710,0.4677,0.3489,11149,8496,0.0209
2025-06-10 09:00:00,ws_1000,1737,0.45,0.3686,11311,8813,0.0226
2025-06-11 09:00:00,ws_1001,1758,0.4722,0.3779,11335,8664,0.0212
2025-06-12 09:00:00,ws_1002,1730,0.3823,0.3741,11366,8397,0.0199
2025-06-13 09:00:00,ws_1003,1720,0.4254,0.3751,11204,8577,0.0255
2025-06-14 09:00:00,ws_1004,1722,0.4563,0.3689,11378,8476,0.0204
2025-06-15 09:00:00,ws_1005,1711,0.4082,0.3756,11395,8489,0.0231
2025-06-16 09:00:00,ws_1006,1712,0.4476,0.3763,11377,8322,0.022
2025-06-17 09:00:00,ws_1007,1684,0.4081,0.3571,11115,8164,0.0248
2025-06-18 09:00:00,ws_1008,1698,0.4635,0.369,11297,8464,0.0212
2025-06-19 09:00:00,ws_1009,1742,0.3619,0.3617,11347,8539,0.0258
2025-06-20 09:00:00,ws_1010,1727,0.4278,0.3661,11395,8487,0.0187
2025-06-21 09:00:00,ws_1011,1638,0.4301,0.3575,11341,8323,0.0227
2025-06-22 09:00:00,ws_1012,1678,0.4216,0.3623,11440,7990,0.0229
2025-06-23 09:00:00,ws_1013,1686,0.3633,0.3502,11302,8283,0.0144
2025-06-24 09:00:00,ws_1014,1659,0.4147,0.3388,11219,7975,0.02
2025-06-25 09:00:00,ws_1015,1651,0.3458,0.3484,11321,8223,0.0186
2025-06-26 09:00:00,ws_1016,1665,0.3938,0.3395,11260,8012,0.0163
2025-06-27 09:00:00,ws_1000,1692,0.4169,0.3604,11346,8086,0.0147
2025-06-28 09:00:00,ws_1001,1689,0.4102,0.3409,11200,7821,0.018
2025-06-29 09:00:00,ws_1002,1654,0.4029,0.366,11223,8101,0.0136
2025-06-30 09:00:00,ws_1003,1674,0.4058,0.3308,11196,7999,0.0145
2025-07-01 09:00:00,ws_1004,1642,0.4084,0.3526,11245,7941,0.0128
2025-07-02 09:00:00,ws_1005,1653,0.368,0.3006,11156,7750,0.0141
2025-07-03 09:00:00,ws_1006,1631,0.3623,0.3383,11356,7855,0.0184
2025-07-04 09:00:00,ws_1007,1588,0.404,0.3288,11252,7915,0.0148
2025-07-05 09:00:00,ws_1008,1610,0.4047,0.3188,11179,7872,0.01
2025-07-06 09:00:00,ws_1009,1639,0.4005,0.3381,11216,7878,0.0149
2025-07-07 09:00:00,ws_1010,1660,0.4115,0.3057,11233,7559,0.0118
2025-07-08 09:00:00,ws_1011,1633,0.4286,0.3398,11398,7835,0.0102
2025-07-09 09:00:00,ws_1012,1683,0.4198,0.3105,11270,7922,0.0096
2025-07-10 09:00:00,ws_1013,1647,0.4099,0.3093,11215,7826,0.012
2025-07-11 09:00:00,ws_1014,1620,0.4388,0.2899,11085,7551,0.0155
2025-07-12 09:00:00,ws_1015,1604,0.4394,0.3096,11215,7805,0.0106
2025-07-13 09:00:00,ws_1016,1685,0.4386,0.2944,11227,7575,0.0098
2025-07-14 09:00:00,ws_1000,1610,0.4584,0.3005,11295,7873,0.0151
2025-07-15 09:00:00,ws_1001,1583,0.442,0.2957,11139,7737,0.0124
2025-07-16 09:00:00,ws_1002,1630,0.4682,0.2985,11209,7856,0.0137
2025-07-17 09:00:00,ws_1003,1602,0.478,0.275,11178,7704,0.0117
2025-07-18 09:00:00,ws_1004,1638,0.4827,0.2814,11211,7696,0.0103
2025-07-19 09:00:00,ws_1005,1575,0.4814,0.288,11249,7701,0.0065
2025-07-20 09:00:00,ws_1006,1652,0.49,0.2885,11166,7721,0.0143
2025-07-21 09:00:00,ws_1007,1657,0.5059,0.2756,11212,7537,0.0082
2025-07-22 09:00:00,ws_1008,1619,0.5396,0.2742,11152,7584,0.005
2025-07-23 09:00:00,ws_1009,1604,0.5328,0.2718,11148,7759,0.0172
2025-07-24 09:00:00,ws_1010,1642,0.4997,0.2653,11321,7891,0.0156
2025-07-25 09:00:00,ws_1011,1677,0.5192,0.2862,11446,8125,0.0154
2025-07-26 09:00:00,ws_1012,1629,0.4727,0.2957,11345,7915,0.0157
2025-07-27 09:00:00,ws_1013,1646,0.5161,0.2698,11153,8060,0.0099
2025-07-28 09:00:00,ws_1014,1692,0.5261,0.2718,11353,7809,0.0107
2025-07-29 09:00:00,ws_1015,1681,0.5466,0.232,11274,7921,0.008
2025-07-30 09:00:00,ws_1016,1665,0.5435,0.293,11272,7883,0.0115
2025-07-31 09:00:00,ws_1000,1685,0.5674,0.2778,11346,8068,0.0134
2025-08-01 09:00:00,ws_1001,1687,0.547,0.2357,11348,8042,0.0082
2025-08-02 09:00:00,ws_1002,1675,0.557,0.2932,11288,7998,0.015
2025-08-03 09:00:00,ws_1003,1690,0.5222,0.2721,11399,8248,0.0129
2025-08-04 09:00:00,ws_1004,1622,0.5443,0.2681,11314,8202,0.0116
2025-08-05 09:00:00,ws_1005,1713,0.5361,0.2451,11416,8368,0.0161
2025-08-06 09:00:00,ws_1006,1743,0.5689,0.2662,11447,8347,0.0167
2025-08-07 09:00:00,ws_1007,1745,0.5245,0.2369,11130,8223,0.023
2025-08-08 09:00:00,ws_1008,1719,0.5189,0.2678,11427,8269,0.0159
2025-08-09 09:00:00,ws_1009,1790,0.5238,0.2872,11481,8508,0.0189
2025-08-10 09:00:00,ws_1010,1789,0.5428,0.2654,11398,8235,0.019
2025-08-11 09:00:00,ws_1011,1730,0.5324,0.2449,11404,8472,0.0163
2025-08-12 09:00:00,ws_1012,1762,0.5519,0.2863,11410,8493,0.0168
2025-08-13 09:00:00,ws_1013,1758,0.5823,0.2506,11447,8613,0.0191
2025-08-14 09:00:00,ws_1014,1754,0.5283,0.2765,11516,8419,0.0208
2025-08-15 09:00:00,ws_1015,1818,0.5046,0.2766,11378,8516,0.0197
2025-08-16 09:00:00,ws_1016,1825,0.5258,0.298,11567,8648,0.0265
2025-08-17 09:00:00,ws_1000,1781,0.5347,0.2804,11502,8655,0.0256
2025-08-18 09:00:00,ws_1001,1804,0.5515,0.2879,11619,8553,0.0234
2025-08-19 09:00:00,ws_1002,1828,0.4988,0.2556,11524,8784,0.0189
2025-08-20 09:00:00,ws_1003,1813,0.5469,0.2836,11701,8922,0.0219
2025-08-21 09:00:00,ws_1004,1858,0.5038,0.2801,11617,8846,0.0172
2025-08-22 09:00:00,ws_1005,1845,0.487,0.2612,11582,8698,0.0214
2025-08-23 09:00:00,ws_1006,1852,0.4912,0.2957,11571,8811,0.0231
2025-08-24 09:00:00,ws_1007,1801,0.4813,0.3011,11533,8926,0.0223
2025-08-25 09:00:00,ws_1008,1889,0.4749,0.2747,11500,8971,0.0232
2025-08-26 09:00:00,ws_1009,1789,0.439,0.2801,11521,8748,0.0264
2025-08-27 09:00:00,ws_1010,1860,0.4485,0.3008,11837,9112,0.0245
2025-08-28 09:00:00,ws_1011,1899,0.4228,0.3014,11869,9078,0.021
2025-08-29 09:00:00,ws_1012,1873,0.4461,0.3158,11877,9111,0.0282
2025-08-30 09:00:00,ws_1013,1850,0.43,0.2814,11646,8853,0.0233
2025-08-31 09:00:00,ws_1014,1864,0.4505,0.2937,11794,9206,0.0308
2025-09-01 09:00:00,ws_1015,1842,0.4289,0.3197,11658,8948,0.0248
2025-09-02 09:00:00,ws_1016,1919,0.4044,0.2908,11640,8738,0.029
2025-09-03 09:00:00,ws_1000,1897,0.408,0.2904,11686,9082,0.031
2025-09-04 09:00:00,ws_1001,1858,0.291,0.3274,11623,7962,0.0221
2025-09-05 09:00:00,ws_1002,1941,0.2803,0.3147,11922,7895,0.0253
2025-09-06 09:00:00,ws_1003,1871,0.3124,0.3491,11795,7915,0.026
2025-09-07 09:00:00,ws_1004,1900,0.264,0.3179,11876,8040,0.0248
2025-09-08 09:00:00,ws_1005,1833,0.2595,0.3365,11850,7982,0.0229
2025-09-09 09:00:00,ws_1006,1886,0.2761,0.3344,11908,8194,0.0198
2025-09-10 09:00:00,ws_1007,1906,0.2514,0.3412,11871,7976,0.0268
2025-09-11 09:00:00,ws_1008,1889,0.276,0.3485,11899,8026,0.0201
2025-09-12 09:00:00,ws_1009,1860,0.2633,0.3531,11938,8181,0.0291
2025-09-13 09:00:00,ws_1010,1914,0.2704,0.3263,11930,7859,0.0272
2025-09-14 09:00:00,ws_1011,1848,0.2656,0.3536,11959,8165,0.0265
2025-09-15 09:00:00,ws_1012,1918,0.2768,0.3243,11919,7810,0.0273
2025-09-16 09:00:00,ws_1013,1869,0.2599,0.3258,11900,7820,0.0215
2025-09-17 09:00:00,ws_1014,1869,0.2776,0.3425,11988,7760,0.0231
2025-09-18 09:00:00,ws_1015,1879,0.2585,0.3412,11866,7547,0.0199
2025-09-19 09:00:00,ws_1016,1877,0.2547,0.373,12093,7973,0.0205
2025-09-20 09:00:00,ws_1000,1921,0.2812,0.3726,11933,7799,0.0213
2025-09-21 09:00:00,ws_1001,1862,0.2995,0.3453,12144,8124,0.0197
2025-09-22 09:00:00,ws_1002,1806,0.2689,0.3407,11937,7790,0.0236
2025-09-23 09:00:00,ws_1003,1859,0.2729,0.3523,12086,7976,0.0176
2025-09-24 09:00:00,ws_1004,1815,0.2733,0.3634,11998,7742,0.0187
2025-09-25 09:00:00,ws_1005,1825,0.2945,0.3624,12091,7861,0.0226
2025-09-26 09:00:00,ws_1006,1821,0.2826,0.3612,11842,7446,0.0203
2025-09-27 09:00:00,ws_1007,1833,0.3052,0.3608,11981,7593,0.0254
2025-09-28 09:00:00,ws_1008,1862,0.3031,0.356,12075,7671,0.016
2025-09-29 09:00:00,ws_1009,1823,0.4563,0.3546,11938,8746,0.0213
2025-09-30 09:00:00,ws_1010,1803,0.4519,0.3822,12155,8754,0.0172
2025-10-01 09:00:00,ws_1011,1786,0.4402,0.3695,11935,8814,0.0157
2025-10-02 09:00:00,ws_1012,1783,0.4611,0.3505,12113,8514,0.0148
2025-10-03 09:00:00,ws_1013,1788,0.4791,0.3828,11943,8300,0.0193
2025-10-04 09:00:00,ws_1014,1805,0.4938,0.3677,12099,8750,0.0169
2025-10-05 09:00:00,ws_1015,1798,0.5036,0.3373,12272,9123,0.014
2025-10-06 09:00:00,ws_1016,1814,0.4651,0.3642,12064,8664,0.0183
2025-10-07 09:00:00,ws_1000,1722,0.4938,0.3822,12097,8386,0.0186
2025-10-08 09:00:00,ws_1001,1806,0.4922,0.3703,12181,8354,0.0096
2025-10-09 09:00:00,ws_1002,1801,0.5358,0.356,12029,8475,0.0127
2025-10-10 09:00:00,ws_1003,1708,0.5314,0.3551,12091,8353,0.0126
2025-10-11 09:00:00,ws_1004,1809,0.4959,0.3471,11996,8393,0.0112
2025-10-12 09:00:00,ws_1005,1773,0.5062,0.3853,12038,8481,0.0123
2025-10-13 09:00:00,ws_1006,1728,0.51,0.3698,12031,8383,0.016
2025-10-14 09:00:00,ws_1007,1779,0.5039,0.3692,11959,8469,0.0128
2025-10-15 09:00:00,ws_1008,1732,0.5279,0.3754,11984,8126,0.0078
2025-10-16 09:00:00,ws_1009,1762,0.5163,0.3463,12073,8482,0.0102
2025-10-17 09:00:00,ws_1010,1785,0.5088,0.3358,12051,8299,0.0135
2025-10-18 09:00:00,ws_1011,1801,0.5281,0.3435,11959,8219,0.0072
2025-10-19 09:00:00,ws_1012,1799,0.5294,0.3551,12100,8375,0.0098
2025-10-20 09:00:00,ws_1013,1763,0.502,0.3411,11991,8234,0.0103
2025-10-21 09:00:00,ws_1014,1704,0.5206,0.3554,12001,8412,0.0085
2025-10-22 09:00:00,ws_1015,1751,0.5394,0.3384,11876,8062,0.0077
2025-10-23 09:00:00,ws_1016,1782,0.5281,0.3413,11838,8151,0.008
2025-10-24 09:00:00,ws_1000,1799,0.5747,0.3595,11826,8400,0.0112
2025-10-25 09:00:00,ws_1001,1783,0.57,0.3368,11969,8441,0.0111
2025-10-26 09:00:00,ws_1002,1750,0.5333,0.3426,11824,8042,0.0125
2025-10-27 09:00:00,ws_1003,1774,0.5611,0.3452,12007,8285,0.0097
2025-10-28 09:00:00,ws_1004,1757,0.5473,0.3203,12001,8262,0.0095
2025-10-29 09:00:00,ws_1005,1793,0.5008,0.3188,11999,8254,0.0156
2025-10-30 09:00:00,ws_1006,1745,0.5301,0.3331,12044,7924,0.0076
2025-10-31 09:00:00,ws_1007,1802,0.5573,0.3629,11945,8262,0.0086
2025-11-01 09:00:00,ws_1008,1834,0.5333,0.2949,11956,8221,0.0102
2025-11-02 09:00:00,ws_1009,1782,0.5257,0.3166,11984,8538,0.0138
2025-11-03 09:00:00,ws_1010,1856,0.5438,0.3241,12023,8616,0.0115
2025-11-04 09:00:00,ws_1011,1753,0.5364,0.3259,11832,8523,0.0184
2025-11-05 09:00:00,ws_1012,1854,0.531,0.3276,11901,8415,0.0116
2025-11-06 09:00:00,ws_1013,1805,0.494,0.311,12052,8619,0.0084
2025-11-07 09:00:00,ws_1014,1839,0.5035,0.3343,11815,8662,0.0196
2025-11-08 09:00:00,ws_1015,1865,0.4945,0.2927,12055,8613,0.0174
2025-11-09 09:00:00,ws_1016,1883,0.482,0.2975,11904,8638,0.0138
2025-11-10 09:00:00,ws_1000,1817,0.4527,0.2816,12009,8538,0.0156
2025-11-11 09:00:00,ws_1001,1885,0.4678,0.284,11960,8663,0.0186
2025-11-12 09:00:00,ws_1002,1833,0.4761,0.3068,11983,8803,0.0144
2025-11-13 09:00:00,ws_1003,1898,0.4157,0.3227,11909,8771,0.0181
2025-11-14 09:00:00,ws_1004,1893,0.5056,0.2799,11917,8541,0.0168
2025-11-15 09:00:00,ws_1005,1920,0.4724,0.2987,11928,8861,0.0186
2025-11-16 09:00:00,ws_1006,1886,0.4727,0.2925,11775,8813,0.0162
2025-11-17 09:00:00,ws_1007,1915,0.4772,0.2835,11983,8983,0.0201
2025-11-18 09:00:00,ws_1008,1897,0.4449,0.2807,11932,8863,0.0195
2025-11-19 09:00:00,ws_1009,1941,0.4157,0.3048,11930,8934,0.0176
2025-11-20 09:00:00,ws_1010,1970,0.4694,0.2907,12074,9085,0.0214
2025-11-21 09:00:00,ws_1011,1972,0.4116,0.2931,11975,8970,0.0226
2025-11-22 09:00:00,ws_1012,1956,0.4576,0.2901,11770,8938,0.0227
2025-11-23 09:00:00,ws_1013,2003,0.4409,0.2831,11945,8877,0.0233
2025-11-24 09:00:00,ws_1014,1992,0.3953,0.2664,11864,8834,0.0191
2025-11-25 09:00:00,ws_1015,2019,0.4255,0.2764,11954,9071,0.0231
2025-11-26 09:00:00,ws_1016,2000,0.3876,0.2829,11952,9048,0.0232
2025-11-27 09:00:00,ws_1000,1986,0.4093,0.3146,12012,8982,0.025
2025-11-28 09:00:00,ws_1001,2015,0.3863,0.2789,12024,9078,0.028
2025-11-29 09:00:00,ws_1002,2040,0.4042,0.259,12055,9220,0.0236
2025-11-30 09:00:00,ws_1003,2004,0.3731,0.28,12071,9232,0.0228
2025-12-01 09:00:00,ws_1004,2025,0.3723,0.2902,11946,9323,0.0275
2025-12-02 09:00:00,ws_1005,1996,0.4057,0.2635,12054,9413,0.0267
2025-12-03 09:00:00,ws_1006,2055,0.3438,0.2516,12159,9483,0.0232
2025-12-04 09:00:00,ws_1007,2007,0.3915,0.2885,12071,9151,0.0269
2025-12-05 09:00:00,ws_1008,1972,0.3562,0.2472,12133,9339,0.0219
2025-12-06 09:00:00,ws_1009,2058,0.3756,0.2564,11922,8992,0.0217
2025-12-07 09:00:00,ws_1010,1993,0.3422,0.2729,12084,9042,0.0222
2025-12-08 09:00:00,ws_1011,2077,0.3836,0.2992,12050,9343,0.0223
2025-12-09 09:00:00,ws_1012,2018,0.4027,0.2684,12173,9266,0.0246
2025-12-10 09:00:00,ws_1013,2000,0.3811,0.2683,12249,9592,0.0235
2025-12-11 09:00:00,ws_1014,2010,0.405,0.2682,12199,9402,0.0226
2025-12-12 09:00:00,ws_1015,2059,0.4223,0.2743,12060,9158,0.0229
2025-12-13 09:00:00,ws_1016,2023,0.3985,0.2799,12130,9370,0.0298
2025-12-14 09:00:00,ws_1000,2059,0.4028,0.2571,12201,9187,0.0216
2025-12-15 09:00:00,ws_1001,2006,0.4115,0.2665,12217,9352,0.0302
2025-12-16 09:00:00,ws_1002,2063,0.413,0.2941,12334,9316,0.0233
2025-12-17 09:00:00,ws_1003,2039,0.422,0.2861,12274,9479,0.0235
2025-12-18 09:00:00,ws_1004,2036,0.4187,0.3057,12316,9404,0.0221
2025-12-19 09:00:00,ws_1005,2132,0.4628,0.2987,12338,9354,0.0215
2025-12-20 09:00:00,ws_1006,1988,0.44,0.2917,12454,9466,0.0245
2025-12-21 09:00:00,ws_1007,2050,0.4463,0.2899,12218,9168,0.0175
2025-12-22 09:00:00,ws_1008,1974,0.4543,0.2925,12385,9112,0.0213
2025-12-23 09:00:00,ws_1009,2006,0.473,0.3064,12422,9144,0.0217
2025-12-24 09:00:00,ws_1010,1982,0.5125,0.3041,12288,9047,0.021
2025-12-25 09:00:00,ws_1011,1993,0.4719,0.2965,12497,9323,0.0242
2025-12-26 09:00:00,ws_1012,2008,0.4823,0.3227,12356,9075,0.0204
2025-12-27 09:00:00,ws_1013,1965,0.4797,0.3036,12183,8826,0.0218
2025-12-28 09:00:00,ws_1014,2015,0.4921,0.3195,12300,9090,0.0244
2025-12-29 09:00:00,ws_1015,1966,0.5154,0.307,12521,9283,0.0217
2025-12-30 09:00:00,ws_1016,2015,0.5148,0.3318,12543,9205,0.0143
2025-12-31 09:00:00,ws_1000,1964,0.5088,0.3133,12522,9256,0.016
2026-01-01 09:00:00,ws_1001,1974,0.5189,0.3221,12631,9148,0.0191
